productid,category,brand,season,size,color,originalprice,markdownpercentage,currentprice,purchasedate,stockquantity,customerrating,isreturned,returnreason,customer_city,shipping_km,base_env_impact_kg,total_env_impact_kg,customer_height_cm,customer_weight_kg,garment_length_cm,garment_width_cm,seasonal_weather_impact,campaign_type
FB000755,Accessories,Ann Taylor,Summer,,Navy,73.04,0,73.04,8/6/2025,44,4.2,FALSE,,Dallas,1100,1.2,4.5,164,75,35,5,heatwave,new collection
FB000756,Outerwear,Uniqlo,Winter,XL,Beige,129.46,0,129.46,8/6/2025,32,4,FALSE,,Atlanta,900,7,9.7,177,73,72,108,cold,new collection
FB000757,Accessories,Banana Republic,Winter,,White,51.3,0,51.3,8/6/2025,33,,FALSE,,Atlanta,900,1.2,3.9000000000000004,163,76,29,13,cold,new collection
FB000758,Dresses,H&M,Spring,L,Gray,173,0,173,4/12/2025,13,3.9,FALSE,,Seattle,1150,4.5,7.95,165,69,106,97,rain,discount email
FB000759,Accessories,Uniqlo,Summer,,Green,70.72,0,70.72,8/6/2025,18,2.8,FALSE,,Chicago,800,1.2,3.5999999999999996,162,78,33,6,heatwave,none
FB000760,Dresses,Forever21,Summer,S,Black,126.37,0,126.37,8/6/2025,42,2,FALSE,,Dallas,1100,4.5,7.800000000000001,156,51,99,93,heatwave,discount email
FB000761,Bottoms,Zara,Winter,XXL,Blue,84.19,9.6,76.11,8/6/2025,45,2.1,FALSE,,Chicago,800,3.8,6.199999999999999,182,84,100,44,cold,sustainability promo
FB000762,Accessories,Forever21,Summer,,Pink,59.39,44.6,32.9,8/6/2025,41,2.3,TRUE,Color Mismatch,Dallas,1100,1.2,9,166,64,39,8,heatwave,new collection
FB000763,Outerwear,Mango,Fall,M,Green,195.38,0.3,194.79,8/6/2025,30,2.9,FALSE,,LA,1200,7,10.6,164,59,67,117,coldsnap,none
FB000764,Dresses,Gap,Spring,S,White,107.64,7.5,99.57,9/10/2024,21,4.6,FALSE,,Dallas,1100,4.5,7.800000000000001,160,49,105,90,rain,new collection
FB000765,Shoes,H&M,Spring,L,Blue,63.12,0,63.12,11/8/2024,35,2.9,FALSE,,LA,1200,5.5,9.1,167,66,28,13,rain,none
FB000766,Bottoms,Gap,Fall,L,Blue,58.91,0,58.91,8/6/2025,17,2,FALSE,,Atlanta,900,3.8,6.5,166,81,101,34,coldsnap,discount email
FB000767,Bottoms,H&M,Summer,L,Green,93.27,0,93.27,8/6/2025,18,3.7,FALSE,,LA,1200,3.8,7.4,176,67,109,34,heatwave,none
FB000768,Dresses,Forever21,Spring,XL,Green,147.88,36.8,93.46,9/8/2024,37,3.3,FALSE,,LA,1200,4.5,8.1,179,70,106,85,rain,sustainability promo
FB000769,Tops,Uniqlo,Fall,L,Gray,30.53,0,30.53,8/6/2025,25,2.5,FALSE,,Chicago,800,2.5,4.9,172,65,68,97,coldsnap,sustainability promo
FB000770,Tops,Zara,Fall,S,White,104.96,1.6,103.28,8/6/2025,33,2,FALSE,,Chicago,800,2.5,4.9,155,59,69,101,coldsnap,none
FB000771,Dresses,H&M,Winter,XS,Blue,75.52,0,75.52,8/6/2025,2,2.8,FALSE,,Dallas,1100,4.5,7.800000000000001,155,57,101,94,cold,none
FB000772,Bottoms,Gap,Winter,M,Red,54.7,0,54.7,8/6/2025,18,4.2,FALSE,,Seattle,1150,3.8,7.25,162,63,109,33,cold,none
FB000773,Shoes,Ann Taylor,Summer,XS,Black,126.25,25.9,93.55,8/6/2025,40,1.5,TRUE,Size Issue,NY,300,5.5,12.8,150,55,27,14,heatwave,none
FB000774,Shoes,Banana Republic,Summer,XS,Blue,63.86,52.8,30.14,8/6/2025,23,,FALSE,,Atlanta,900,5.5,8.2,151,58,23,3,heatwave,sustainability promo
FB000775,Accessories,Uniqlo,Winter,,Red,75.93,0,75.93,8/6/2025,32,3.1,FALSE,,NY,300,1.2,2.1,165,66,34,13,cold,new collection
FB000776,Tops,Zara,Fall,M,Brown,82.51,27.3,59.98,8/6/2025,9,3.8,FALSE,,NY,300,2.5,3.4,167,68,66,98,coldsnap,none
FB000777,Bottoms,Banana Republic,Fall,XXL,Green,46.02,0,46.02,8/6/2025,21,1.1,FALSE,,NY,300,3.8,4.7,179,83,101,37,coldsnap,none
FB000778,Dresses,Mango,Winter,XXL,Brown,125.67,45.5,68.49,8/6/2025,27,1.6,FALSE,,Seattle,1150,4.5,7.95,185,82,96,99,cold,sustainability promo
FB000779,Shoes,Mango,Winter,S,Red,65.61,50.7,32.35,8/6/2025,23,1.1,FALSE,,Dallas,1100,5.5,8.8,163,55,24,15,cold,sustainability promo
FB000780,Dresses,Banana Republic,Summer,XS,Beige,91.61,0,91.61,8/6/2025,31,1.4,FALSE,,Atlanta,900,4.5,7.2,156,59,103,90,heatwave,discount email
FB000781,Outerwear,H&M,Summer,XS,Pink,162.78,0,162.78,8/6/2025,0,,FALSE,,LA,1200,7,10.6,150,56,67,118,heatwave,none
FB000782,Outerwear,Mango,Winter,M,Gray,134.35,35.3,86.92,8/6/2025,36,,FALSE,,Dallas,1100,7,10.3,165,71,67,111,cold,discount email
FB000783,Bottoms,Mango,Spring,,Gray,77.74,38.8,47.58,7/11/2025,23,4.3,FALSE,,NY,300,3.8,4.7,169,74,101,45,rain,sustainability promo
FB000784,Accessories,Gap,Summer,,Brown,49.33,59.9,19.78,8/6/2025,47,,FALSE,,LA,1200,1.2,4.8,171,73,29,6,heatwave,sustainability promo
FB000785,Outerwear,Forever21,Summer,S,Gray,231.52,17.3,191.47,8/6/2025,49,2.1,FALSE,,NY,300,7,7.9,163,63,68,116,heatwave,new collection
FB000786,Outerwear,Gap,Winter,XL,White,140.1,0,140.1,8/6/2025,14,3.9,FALSE,,Seattle,1150,7,10.45,177,73,67,111,cold,none
FB000787,Dresses,Ann Taylor,Summer,S,Pink,117.38,27.8,84.75,8/6/2025,34,2.8,TRUE,Quality Issue,LA,1200,4.5,16.2,165,57,103,98,heatwave,discount email
FB000788,Tops,Ann Taylor,Spring,S,Purple,83.98,0,83.98,8/29/2024,23,1.9,FALSE,,LA,1200,2.5,6.1,157,48,60,95,rain,sustainability promo
FB000789,Dresses,H&M,Spring,XL,Navy,111.67,53.5,51.93,2/5/2025,19,,FALSE,,Dallas,1100,4.5,7.800000000000001,177,72,101,91,rain,sustainability promo
FB000790,Bottoms,H&M,Summer,S,White,25.16,0,25.16,8/6/2025,37,2.8,FALSE,,Chicago,800,3.8,6.199999999999999,160,57,102,35,heatwave,discount email
FB000791,Outerwear,Banana Republic,Fall,XL,Blue,175.82,23,135.38,8/6/2025,1,3.7,FALSE,,LA,1200,7,10.6,175,80,67,115,coldsnap,new collection
FB000792,Tops,Mango,Summer,XS,Green,53.25,37.5,33.28,8/6/2025,33,4.3,FALSE,,Atlanta,900,2.5,5.2,161,47,61,98,heatwave,sustainability promo
FB000793,Outerwear,Banana Republic,Fall,M,Purple,215.19,43,122.66,8/6/2025,48,2.5,FALSE,,LA,1200,7,10.6,166,59,67,113,coldsnap,none
FB000794,Bottoms,Zara,Summer,S,Pink,78.41,20.7,62.18,8/6/2025,9,4.4,FALSE,,NY,300,3.8,4.7,163,64,106,44,heatwave,sustainability promo
FB000795,Shoes,Zara,Summer,XXL,Pink,173.15,0,173.15,8/6/2025,45,2.2,FALSE,,Atlanta,900,5.5,8.2,177,93,26,3,heatwave,none
FB000796,Accessories,Zara,Fall,,Blue,16.84,36.6,10.68,8/6/2025,34,1.7,FALSE,,LA,1200,1.2,4.8,163,70,33,4,coldsnap,discount email
FB000797,Outerwear,Forever21,Summer,S,Purple,128.6,0,128.6,8/6/2025,11,2.3,FALSE,,LA,1200,7,10.6,164,59,73,122,heatwave,none
FB000798,Outerwear,Ann Taylor,Spring,XXL,Green,131.74,0,131.74,9/13/2024,46,4.6,FALSE,,Atlanta,900,7,9.7,184,91,74,109,rain,discount email
FB000799,Bottoms,Forever21,Summer,XXL,White,28.15,12.7,24.57,8/6/2025,13,3.9,FALSE,,LA,1200,3.8,7.4,186,86,106,39,heatwave,none
FB000800,Outerwear,Forever21,Winter,XL,Red,165.1,58.4,68.68,8/6/2025,29,1.2,FALSE,,Dallas,1100,7,10.3,173,76,70,119,cold,discount email
FB000801,Tops,Mango,Spring,XL,Gray,49.62,0.8,49.22,11/17/2024,22,2.3,FALSE,,LA,1200,2.5,6.1,177,72,62,94,rain,none
FB000802,Tops,Banana Republic,Fall,XL,Black,98.52,18.9,79.9,8/6/2025,37,4.1,TRUE,Wrong Item,LA,1200,2.5,12.2,169,74,68,97,coldsnap,new collection
FB000803,Shoes,Mango,Fall,S,Green,94.19,30.8,65.18,8/6/2025,31,1.4,FALSE,,Chicago,800,5.5,7.9,155,52,29,11,coldsnap,none
FB000804,Accessories,Forever21,Winter,,Gray,23.5,0,23.5,8/6/2025,14,3.9,TRUE,Quality Issue,Atlanta,900,1.2,7.800000000000001,167,73,37,15,cold,none
FB000805,Bottoms,Zara,Fall,S,Beige,109.36,0,109.36,8/6/2025,0,1.1,FALSE,,Seattle,1150,3.8,7.25,159,64,105,46,coldsnap,new collection
FB000806,Accessories,H&M,Fall,,Blue,69.73,0,69.73,8/6/2025,7,1.1,TRUE,Color Mismatch,Chicago,800,1.2,7.199999999999999,167,66,38,11,coldsnap,sustainability promo
FB000807,Shoes,H&M,Summer,XS,Green,199.03,57.3,84.99,8/6/2025,37,3.4,FALSE,,NY,300,5.5,6.4,156,49,33,7,heatwave,sustainability promo
FB000808,Bottoms,Gap,Spring,M,White,82.32,56.7,35.64,12/23/2024,41,,FALSE,,Seattle,1150,3.8,7.25,164,63,100,42,rain,none
FB000809,Bottoms,Uniqlo,Spring,M,Navy,52.42,9.9,47.23,10/16/2024,42,3.5,FALSE,,Chicago,800,3.8,6.199999999999999,159,67,102,38,rain,new collection
FB000810,Outerwear,Ann Taylor,Fall,S,White,180.49,0,180.49,8/6/2025,18,2.5,TRUE,Wrong Item,Atlanta,900,7,19.4,156,56,69,114,coldsnap,none
FB000811,Dresses,Ann Taylor,Fall,XL,White,63.02,0,63.02,8/6/2025,37,2.5,FALSE,,Dallas,1100,4.5,7.800000000000001,174,86,105,98,coldsnap,discount email
FB000812,Tops,Mango,Spring,XL,Red,97.05,0,97.05,12/25/2024,9,,FALSE,,LA,1200,2.5,6.1,181,71,68,98,rain,discount email
FB000813,Bottoms,Zara,Winter,XXL,Pink,79.62,0,79.62,8/6/2025,37,4.1,FALSE,,NY,300,3.8,4.7,179,98,104,44,cold,none
FB000814,Dresses,Zara,Winter,M,Red,82.5,0,82.5,8/6/2025,0,,FALSE,,Dallas,1100,4.5,7.800000000000001,160,69,105,91,cold,sustainability promo
FB000815,Bottoms,Ann Taylor,Spring,L,Purple,117.18,13.7,101.13,8/2/2025,5,4.8,FALSE,,Dallas,1100,3.8,7.1,165,70,104,34,rain,sustainability promo
FB000816,Outerwear,Ann Taylor,Spring,XS,Brown,174.05,0,174.05,4/13/2025,9,,FALSE,,LA,1200,7,10.6,152,48,73,111,rain,none
FB000817,Bottoms,Forever21,Spring,XS,Brown,58.29,0,58.29,1/7/2025,22,2.3,FALSE,,Atlanta,900,3.8,6.5,155,56,109,43,rain,none
FB000818,Bottoms,H&M,Summer,M,White,61.42,57.5,26.1,8/6/2025,3,4.8,FALSE,,Atlanta,900,3.8,6.5,159,73,102,33,heatwave,discount email
FB000819,Accessories,Zara,Winter,,Pink,20.24,0,20.24,8/6/2025,20,4.1,FALSE,,Dallas,1100,1.2,4.5,167,73,39,15,cold,sustainability promo
FB000820,Bottoms,Zara,Fall,L,Red,88.58,0,88.58,8/6/2025,50,,FALSE,,Chicago,800,3.8,6.199999999999999,165,75,105,42,coldsnap,none
FB000821,Bottoms,Ann Taylor,Winter,XXL,Purple,67.92,0,67.92,8/6/2025,23,1.8,TRUE,Size Issue,Dallas,1100,3.8,14.2,182,91,105,37,cold,discount email
FB000822,Accessories,Ann Taylor,Fall,,White,25.39,0,25.39,8/6/2025,42,1.8,FALSE,,Dallas,1100,1.2,4.5,161,64,32,6,coldsnap,sustainability promo
FB000823,Dresses,Forever21,Winter,S,Black,115.89,39.4,70.23,8/6/2025,14,3.8,TRUE,Damaged,Seattle,1150,4.5,15.9,157,64,102,89,cold,new collection
FB000824,Bottoms,Forever21,Summer,XL,Blue,103.94,16.1,87.21,8/6/2025,6,4.9,TRUE,Changed Mind,Atlanta,900,3.8,13,169,80,101,34,heatwave,discount email
FB000825,Shoes,Gap,Winter,L,Red,94.72,20.5,75.3,8/6/2025,24,3.6,FALSE,,Dallas,1100,5.5,8.8,170,81,33,9,cold,sustainability promo
FB000826,Accessories,Ann Taylor,Fall,,Pink,23.28,0,23.28,8/6/2025,44,3.1,TRUE,Quality Issue,NY,300,1.2,4.2,163,73,37,7,coldsnap,sustainability promo
FB000827,Tops,Gap,Summer,S,Pink,90.73,0,90.73,8/6/2025,14,1.1,FALSE,,Seattle,1150,2.5,5.95,166,58,69,91,heatwave,discount email
FB000828,Bottoms,H&M,Fall,XXL,Green,25.74,0,25.74,8/6/2025,33,1.1,TRUE,Color Mismatch,Dallas,1100,3.8,14.2,184,86,108,35,coldsnap,new collection
FB000829,Shoes,Ann Taylor,Spring,XL,Gray,162.97,0,162.97,11/22/2024,47,2.2,TRUE,Wrong Item,Seattle,1150,5.5,17.9,175,84,28,12,rain,discount email
FB000830,Accessories,H&M,Winter,,Black,50.33,8.7,45.95,8/6/2025,14,1.3,FALSE,,NY,300,1.2,2.1,171,73,39,10,cold,sustainability promo
FB000831,Shoes,Uniqlo,Spring,,Pink,60.38,0,60.38,4/29/2025,0,,FALSE,,Dallas,1100,5.5,8.8,166,69,30,14,rain,none
FB000832,Tops,Uniqlo,Summer,XXL,Black,103.65,0,103.65,8/6/2025,29,3.7,FALSE,,Seattle,1150,2.5,5.95,178,85,67,102,heatwave,none
FB000833,Bottoms,Gap,Spring,L,Beige,75.14,0,75.14,1/27/2025,41,,TRUE,Changed Mind,Dallas,1100,3.8,14.2,173,66,107,37,rain,discount email
FB000834,Shoes,H&M,Winter,S,Pink,88,0,88,8/6/2025,2,1.9,FALSE,,Atlanta,900,5.5,8.2,166,52,23,15,cold,sustainability promo
FB000835,Dresses,Ann Taylor,Winter,XS,Red,69.54,0,69.54,8/6/2025,21,,FALSE,,NY,300,4.5,5.4,151,48,101,91,cold,none
FB000836,Outerwear,Mango,Winter,XS,Pink,209.52,0,209.52,8/6/2025,48,2.6,FALSE,,LA,1200,7,10.6,160,54,70,109,cold,sustainability promo
FB000837,Shoes,H&M,Fall,XXL,Beige,97.42,0,97.42,8/6/2025,35,2,FALSE,,Seattle,1150,5.5,8.95,183,95,29,16,coldsnap,discount email
FB000838,Dresses,Uniqlo,Winter,XS,White,154.6,0,154.6,8/6/2025,38,4.5,TRUE,Changed Mind,NY,300,4.5,10.8,155,60,100,89,cold,none
FB000839,Bottoms,Zara,Summer,XL,White,81.59,38,50.59,8/6/2025,31,1.2,FALSE,,Atlanta,900,3.8,6.5,171,79,101,44,heatwave,sustainability promo
FB000840,Accessories,Mango,Winter,,Brown,48.04,0,48.04,8/6/2025,46,4.8,FALSE,,Chicago,800,1.2,3.5999999999999996,170,71,31,8,cold,none
FB000841,Tops,Banana Republic,Fall,S,Green,70.77,0,70.77,8/6/2025,5,3.7,FALSE,,NY,300,2.5,3.4,166,62,66,94,coldsnap,discount email
FB000842,Outerwear,Forever21,Fall,S,Gray,103.49,0,103.49,8/6/2025,12,1.8,FALSE,,LA,1200,7,10.6,160,53,75,119,coldsnap,sustainability promo
FB000843,Outerwear,Uniqlo,Spring,L,Purple,138.89,0,138.89,1/30/2025,10,,FALSE,,LA,1200,7,10.6,164,74,69,119,rain,none
FB000844,Accessories,H&M,Winter,,Green,73.51,32.2,49.84,8/6/2025,17,,TRUE,Wrong Item,Dallas,1100,1.2,9,164,77,34,6,cold,discount email
FB000845,Bottoms,Zara,Spring,M,Purple,82.37,0,82.37,6/4/2025,49,3.3,FALSE,,Dallas,1100,3.8,7.1,168,68,103,33,rain,none
FB000846,Dresses,Ann Taylor,Summer,XS,Navy,81.71,18,67,8/6/2025,28,4.7,FALSE,,LA,1200,4.5,8.1,155,45,101,86,heatwave,none
FB000847,Dresses,Banana Republic,Winter,XXL,Navy,107.02,10.6,95.68,8/6/2025,6,,FALSE,,NY,300,4.5,5.4,181,87,104,95,cold,new collection
FB000848,Bottoms,H&M,Summer,XL,Pink,103.23,18.7,83.93,8/6/2025,6,4,FALSE,,NY,300,3.8,4.7,175,82,102,46,heatwave,new collection
FB000849,Tops,Gap,Fall,L,Blue,100.48,17.6,82.8,8/6/2025,19,,FALSE,,LA,1200,2.5,6.1,170,72,67,94,coldsnap,discount email
FB000850,Shoes,Ann Taylor,Winter,XL,White,160.87,53.7,74.48,8/6/2025,18,,FALSE,,Chicago,800,5.5,7.9,173,82,26,4,cold,new collection
FB000851,Accessories,Mango,Fall,,White,78.39,0,78.39,8/6/2025,7,4.2,FALSE,,LA,1200,1.2,4.8,167,70,36,17,coldsnap,discount email
FB000852,Outerwear,Zara,Spring,S,Beige,168.38,23.1,129.48,6/4/2025,3,2,FALSE,,NY,300,7,7.9,163,57,69,113,rain,new collection
FB000853,Shoes,Banana Republic,Winter,S,Navy,128.35,0,128.35,8/6/2025,20,2.5,FALSE,,NY,300,5.5,6.4,161,58,29,9,cold,none
FB000854,Dresses,Uniqlo,Spring,XL,Gray,138.17,3,134.02,4/4/2025,34,4.1,FALSE,,LA,1200,4.5,8.1,169,85,103,94,rain,discount email
FB000855,Dresses,Uniqlo,Fall,M,Navy,52.45,0,52.45,8/6/2025,16,1.7,FALSE,,NY,300,4.5,5.4,160,69,103,94,coldsnap,discount email
FB000856,Shoes,H&M,Winter,XS,White,171.53,0,171.53,8/6/2025,12,4.8,FALSE,,LA,1200,5.5,9.1,149,49,23,11,cold,none
FB000857,Tops,Mango,Fall,XXL,Brown,81.23,1.2,80.26,8/6/2025,10,4.9,FALSE,,LA,1200,2.5,6.1,183,85,61,91,coldsnap,discount email
FB000858,Accessories,Banana Republic,Spring,,Blue,31.37,44.1,17.54,9/13/2024,11,3.4,FALSE,,LA,1200,1.2,4.8,164,75,38,11,rain,discount email
FB000859,Bottoms,Gap,Spring,S,Red,93.89,0,93.89,2/3/2025,3,1.8,FALSE,,Atlanta,900,3.8,6.5,156,48,103,35,rain,new collection
FB000860,Bottoms,Uniqlo,Spring,XL,Gray,54.84,0,54.84,9/22/2024,12,3.2,FALSE,,Seattle,1150,3.8,7.25,176,74,103,36,rain,discount email
FB000861,Dresses,Zara,Winter,L,Red,140.34,0,140.34,8/6/2025,23,2.8,TRUE,Changed Mind,Seattle,1150,4.5,15.9,172,78,98,92,cold,sustainability promo
FB000862,Tops,Banana Republic,Fall,M,Red,51.88,16.8,43.16,8/6/2025,30,1.5,FALSE,,NY,300,2.5,3.4,169,69,64,98,coldsnap,none
FB000863,Dresses,Mango,Spring,S,Purple,136.2,44.3,75.86,11/21/2024,49,,FALSE,,Chicago,800,4.5,6.9,156,48,98,89,rain,new collection
FB000864,Accessories,H&M,Summer,,Brown,71.19,0,71.19,8/6/2025,14,2.8,FALSE,,Atlanta,900,1.2,3.9000000000000004,166,74,29,3,heatwave,new collection
FB000865,Outerwear,Forever21,Spring,S,Navy,241.37,44.9,132.99,5/15/2025,23,2.1,FALSE,,Chicago,800,7,9.4,155,58,68,113,rain,sustainability promo
FB000866,Outerwear,Gap,Fall,XXL,Blue,198.26,51.3,96.55,8/6/2025,38,,FALSE,,Dallas,1100,7,10.3,180,83,76,121,coldsnap,none
FB000867,Bottoms,Ann Taylor,Winter,XXL,Beige,64.07,0,64.07,8/6/2025,34,,FALSE,,Dallas,1100,3.8,7.1,178,88,105,35,cold,none
FB000868,Bottoms,Zara,Fall,XL,Gray,110.15,10.4,98.69,8/6/2025,36,1.6,FALSE,,LA,1200,3.8,7.4,171,76,108,46,coldsnap,new collection
FB000869,Outerwear,Forever21,Spring,XS,Blue,120.68,0,120.68,12/21/2024,6,1.9,FALSE,,Seattle,1150,7,10.45,150,47,72,111,rain,discount email
FB000870,Accessories,Zara,Fall,,Black,69.18,31,47.73,8/6/2025,9,2.7,TRUE,Size Issue,LA,1200,1.2,9.6,165,67,30,6,coldsnap,new collection
FB000871,Dresses,Ann Taylor,Fall,L,Red,134.77,0,134.77,8/6/2025,36,4.8,FALSE,,Seattle,1150,4.5,7.95,176,80,101,97,coldsnap,none
FB000872,Tops,Uniqlo,Spring,S,Black,29.93,0,29.93,10/10/2024,13,,FALSE,,Dallas,1100,2.5,5.800000000000001,155,48,65,94,rain,sustainability promo
FB000873,Accessories,Gap,Winter,,White,56.09,0,56.09,8/6/2025,21,4.9,FALSE,,Chicago,800,1.2,3.5999999999999996,161,78,34,3,cold,new collection
FB000874,Shoes,Gap,Fall,XS,Green,124.81,33.1,83.5,8/6/2025,45,2.4,FALSE,,Seattle,1150,5.5,8.95,159,48,23,12,coldsnap,none
FB000875,Dresses,Zara,Spring,M,White,94.03,56.1,41.28,12/16/2024,16,1.2,FALSE,,Chicago,800,4.5,6.9,160,65,97,93,rain,new collection
FB000876,Shoes,Zara,Fall,XS,Red,109.51,8.2,100.53,8/6/2025,12,,FALSE,,Seattle,1150,5.5,8.95,151,57,26,5,coldsnap,discount email
FB000877,Accessories,Mango,Winter,,Navy,31.13,0,31.13,8/6/2025,29,4.7,FALSE,,LA,1200,1.2,4.8,171,76,37,12,cold,new collection
FB000878,Accessories,Banana Republic,Fall,,Blue,66.3,1.7,65.17,8/6/2025,28,1.6,FALSE,,Seattle,1150,1.2,4.65,167,63,31,16,coldsnap,new collection
FB000879,Bottoms,H&M,Winter,M,Red,66.63,28.4,47.71,8/6/2025,32,2,FALSE,,Seattle,1150,3.8,7.25,165,65,107,33,cold,none
FB000880,Bottoms,Mango,Spring,L,Green,117.63,0,117.63,9/28/2024,18,1.2,FALSE,,NY,300,3.8,4.7,167,75,101,44,rain,none
FB000881,Shoes,Banana Republic,Winter,M,Purple,174.53,0,174.53,8/6/2025,45,,FALSE,,NY,300,5.5,6.4,164,65,30,6,cold,none
FB000882,Dresses,Zara,Winter,S,Green,152.65,0,152.65,8/6/2025,27,3.7,FALSE,,Chicago,800,4.5,6.9,154,64,99,96,cold,new collection
FB000883,Outerwear,Ann Taylor,Summer,XL,Blue,83.24,0,83.24,8/6/2025,16,,FALSE,,Atlanta,900,7,9.7,179,72,71,112,heatwave,discount email
FB000884,Accessories,Zara,Winter,,Brown,40.18,0,40.18,8/6/2025,27,4.7,FALSE,,NY,300,1.2,2.1,165,66,35,14,cold,sustainability promo
FB000885,Bottoms,Mango,Spring,XL,Red,73.77,22.8,56.95,8/18/2024,0,,FALSE,,Seattle,1150,3.8,7.25,171,70,110,44,rain,sustainability promo
FB000886,Accessories,Forever21,Winter,,Red,71.3,0,71.3,8/6/2025,29,,FALSE,,LA,1200,1.2,4.8,172,74,29,4,cold,none
FB000887,Accessories,Forever21,Summer,,Beige,50.3,52.8,23.74,8/6/2025,11,,FALSE,,Chicago,800,1.2,3.5999999999999996,172,68,30,14,heatwave,none
FB000888,Accessories,H&M,Spring,,Green,46.97,0,46.97,2/24/2025,33,2.6,FALSE,,LA,1200,1.2,4.8,168,64,37,16,rain,new collection
FB000889,Shoes,Zara,Fall,,Brown,162.9,0,162.9,8/6/2025,30,1.9,FALSE,,Dallas,1100,5.5,8.8,170,67,32,16,coldsnap,sustainability promo
FB000890,Bottoms,Forever21,Winter,XL,White,57.14,0,57.14,8/6/2025,39,1.4,FALSE,,Atlanta,900,3.8,6.5,171,70,100,46,cold,none
FB000891,Shoes,Ann Taylor,Spring,L,Purple,93.6,0,93.6,9/9/2024,49,4.3,FALSE,,Atlanta,900,5.5,8.2,175,65,23,4,rain,discount email
FB000892,Accessories,Forever21,Spring,,Brown,64.56,43,36.8,8/6/2024,36,3.9,FALSE,,Atlanta,900,1.2,3.9000000000000004,168,66,31,10,rain,discount email
FB000893,Outerwear,Ann Taylor,Winter,S,Navy,142.34,0,142.34,8/6/2025,43,,FALSE,,Dallas,1100,7,10.3,157,53,74,109,cold,none
FB000894,Shoes,Gap,Spring,XS,White,111.02,57.8,46.85,5/19/2025,11,2.2,FALSE,,LA,1200,5.5,9.1,154,60,31,7,rain,none
FB000895,Tops,Banana Republic,Winter,,Black,29.16,49,14.87,8/6/2025,31,,FALSE,,Seattle,1150,2.5,5.95,171,63,62,97,cold,sustainability promo
FB000896,Tops,Ann Taylor,Summer,XS,Black,30.46,0,30.46,8/6/2025,19,1.2,FALSE,,LA,1200,2.5,6.1,156,57,65,103,heatwave,sustainability promo
FB000897,Accessories,Forever21,Winter,,Blue,31.32,0,31.32,8/6/2025,28,2.7,FALSE,,Seattle,1150,1.2,4.65,169,64,38,10,cold,new collection
FB000898,Bottoms,Uniqlo,Spring,M,Pink,61.78,0,61.78,7/30/2025,24,3.5,FALSE,,NY,300,3.8,4.7,169,59,109,35,rain,sustainability promo
FB000899,Outerwear,Zara,Summer,M,Green,126.27,0,126.27,8/6/2025,1,4.7,FALSE,,Dallas,1100,7,10.3,160,63,72,120,heatwave,discount email
FB000900,Outerwear,Uniqlo,Winter,L,White,147.53,0,147.53,8/6/2025,33,4.7,TRUE,Quality Issue,NY,300,7,15.8,170,72,69,116,cold,discount email
FB000901,Accessories,Banana Republic,Summer,,Red,36.98,12.2,32.47,8/6/2025,14,4.8,FALSE,,Seattle,1150,1.2,4.65,164,70,37,9,heatwave,none
FB000902,Shoes,H&M,Fall,M,Pink,172.41,0,172.41,8/6/2025,33,2.3,FALSE,,Dallas,1100,5.5,8.8,171,70,30,8,coldsnap,sustainability promo
FB000903,Accessories,H&M,Spring,,Pink,53.79,16,45.18,10/1/2024,32,,FALSE,,Chicago,800,1.2,3.5999999999999996,163,75,34,6,rain,new collection
FB000904,Shoes,Mango,Summer,XS,Beige,80.56,0,80.56,8/6/2025,7,1.9,FALSE,,NY,300,5.5,6.4,154,58,32,12,heatwave,discount email
FB000905,Accessories,Mango,Fall,,Pink,51.72,0,51.72,8/6/2025,35,3.7,TRUE,Damaged,Dallas,1100,1.2,9,165,70,37,3,coldsnap,discount email
FB000906,Bottoms,Mango,Spring,XL,Pink,107.22,37.8,66.69,7/11/2025,21,2.9,FALSE,,NY,300,3.8,4.7,170,70,100,47,rain,new collection
FB000907,Shoes,H&M,Fall,XXL,Green,174.99,50.1,87.32,8/6/2025,7,4.9,FALSE,,NY,300,5.5,6.4,184,86,25,3,coldsnap,new collection
FB000908,Dresses,Forever21,Spring,S,Blue,90.52,53.2,42.36,7/28/2025,37,2.2,FALSE,,Seattle,1150,4.5,7.95,163,48,100,87,rain,discount email
FB000909,Shoes,Forever21,Summer,XXL,Green,94.93,16.6,79.17,8/6/2025,39,4.8,FALSE,,Atlanta,900,5.5,8.2,185,86,29,9,heatwave,discount email
FB000910,Shoes,Banana Republic,Winter,XS,Gray,179.82,0,179.82,8/6/2025,28,2.4,TRUE,Damaged,LA,1200,5.5,18.2,154,49,26,11,cold,new collection
FB000911,Tops,Uniqlo,Spring,,Brown,101.96,23.7,77.8,5/21/2025,29,3.6,FALSE,,Atlanta,900,2.5,5.2,164,70,61,96,rain,discount email
FB000912,Bottoms,Banana Republic,Spring,S,Green,27.11,16.2,22.72,12/8/2024,10,2.4,TRUE,Changed Mind,Seattle,1150,3.8,14.5,156,63,101,47,rain,none
FB000913,Outerwear,Gap,Summer,S,Black,141.83,0,141.83,8/6/2025,2,2.4,TRUE,Color Mismatch,Seattle,1150,7,20.9,155,49,68,108,heatwave,none
FB000914,Shoes,Gap,Spring,,Beige,156.34,37,98.49,4/13/2025,45,2.9,TRUE,Size Issue,Atlanta,900,5.5,16.4,170,77,31,13,rain,new collection
